state,district,year,month,rain
TamilNadu,Perambulur,2016,July,18.3
TamilNadu,Perambulur,2016,August,115
TamilNadu,Perambulur,2016,September,86.3
TamilNadu,Perambulur,2016,October,153.8
TamilNadu,Perambulur,2016,November,249.3
TamilNadu,Perambulur,2016,December,95.7
TamilNadu,Pudukottai,2010,January,0
TamilNadu,Pudukottai,2010,February,0
TamilNadu,Pudukottai,2010,March,7.7
TamilNadu,Pudukottai,2010,April,0
TamilNadu,Pudukottai,2010,May,283.2
TamilNadu,Pudukottai,2010,June,55.9
TamilNadu,Pudukottai,2010,July,75.9
TamilNadu,Pudukottai,2010,August,23
TamilNadu,Pudukottai,2010,September,256.2
TamilNadu,Pudukottai,2010,October,235
TamilNadu,Pudukottai,2010,November,189.4
TamilNadu,Pudukottai,2010,December,18.2
TamilNadu,Pudukottai,2011,January,0.4
TamilNadu,Pudukottai,2011,February,39.7
TamilNadu,Pudukottai,2011,March,5.4
TamilNadu,Pudukottai,2011,April,60.6
TamilNadu,Pudukottai,2011,May,46.6
TamilNadu,Pudukottai,2011,June,19.9
TamilNadu,Pudukottai,2011,July,70
TamilNadu,Pudukottai,2011,August,64.2
TamilNadu,Pudukottai,2011,September,193.3
TamilNadu,Pudukottai,2011,October,177.9
TamilNadu,Pudukottai,2011,November,474.7
TamilNadu,Pudukottai,2011,December,156.7
TamilNadu,Pudukottai,2012,January,4.2
TamilNadu,Pudukottai,2012,February,0
TamilNadu,Pudukottai,2012,March,45.3
TamilNadu,Pudukottai,2012,April,42.5
TamilNadu,Pudukottai,2012,May,37.4
TamilNadu,Pudukottai,2012,June,63.8
TamilNadu,Pudukottai,2012,July,10
TamilNadu,Pudukottai,2012,August,94.1
TamilNadu,Pudukottai,2012,September,57.4
TamilNadu,Pudukottai,2012,October,203.9
TamilNadu,Pudukottai,2012,November,211.1
TamilNadu,Pudukottai,2012,December,26.1
TamilNadu,Pudukottai,2013,January,0.2
TamilNadu,Pudukottai,2013,February,1.9
TamilNadu,Pudukottai,2013,March,0
TamilNadu,Pudukottai,2013,April,15.2
TamilNadu,Pudukottai,2013,May,28.5
TamilNadu,Pudukottai,2013,June,31.9
TamilNadu,Pudukottai,2013,July,45
TamilNadu,Pudukottai,2013,August,199.1
TamilNadu,Pudukottai,2013,September,32.8
TamilNadu,Pudukottai,2013,October,174.9
TamilNadu,Pudukottai,2013,November,40.4
TamilNadu,Pudukottai,2013,December,240.6
TamilNadu,Pudukottai,2014,January,7.7
TamilNadu,Pudukottai,2014,February,55.2
TamilNadu,Pudukottai,2014,March,161.6
TamilNadu,Pudukottai,2014,April,12.2
TamilNadu,Pudukottai,2014,May,6.1
TamilNadu,Pudukottai,2014,June,44.5
TamilNadu,Pudukottai,2014,July,64.4
TamilNadu,Pudukottai,2014,August,146
TamilNadu,Pudukottai,2014,September,37.3
TamilNadu,Pudukottai,2014,October,165.9
TamilNadu,Pudukottai,2014,November,329.8
TamilNadu,Pudukottai,2014,December,59.9
TamilNadu,Pudukottai,2015,January,3.7
TamilNadu,Pudukottai,2015,February,0
TamilNadu,Pudukottai,2015,March,3.5
TamilNadu,Pudukottai,2015,April,38.9
TamilNadu,Pudukottai,2015,May,38.5
TamilNadu,Pudukottai,2015,June,30.6
TamilNadu,Pudukottai,2015,July,22
TamilNadu,Pudukottai,2015,August,33.2
TamilNadu,Pudukottai,2015,September,119.7
TamilNadu,Pudukottai,2015,October,33
TamilNadu,Pudukottai,2015,November,295.6
TamilNadu,Pudukottai,2015,December,150.1
TamilNadu,Pudukottai,2016,January,1.5
TamilNadu,Pudukottai,2016,February,0
TamilNadu,Pudukottai,2016,March,0
TamilNadu,Pudukottai,2016,April,11.1
TamilNadu,Pudukottai,2016,May,117.8
TamilNadu,Pudukottai,2016,June,49.7
TamilNadu,Pudukottai,2016,July,50.6
TamilNadu,Pudukottai,2016,August,105.4
TamilNadu,Pudukottai,2016,September,161.6
TamilNadu,Pudukottai,2016,October,107.6
TamilNadu,Pudukottai,2016,November,246
TamilNadu,Pudukottai,2016,December,140.9
TamilNadu,Ramanathapuram,2010,January,0.3
TamilNadu,Ramanathapuram,2010,February,12.1
TamilNadu,Ramanathapuram,2010,March,3.2
TamilNadu,Ramanathapuram,2010,April,20.5
TamilNadu,Ramanathapuram,2010,May,140.3
TamilNadu,Ramanathapuram,2010,June,6.3
TamilNadu,Ramanathapuram,2010,July,37.4
TamilNadu,Ramanathapuram,2010,August,5.6
TamilNadu,Ramanathapuram,2010,September,180.2
TamilNadu,Ramanathapuram,2010,October,363.7
TamilNadu,Ramanathapuram,2010,November,250.4
TamilNadu,Ramanathapuram,2010,December,96.7
TamilNadu,Ramanathapuram,2011,January,11.8
TamilNadu,Ramanathapuram,2011,February,25.8
TamilNadu,Ramanathapuram,2011,March,14.1
TamilNadu,Ramanathapuram,2011,April,261.3
TamilNadu,Ramanathapuram,2011,May,60.6
TamilNadu,Ramanathapuram,2011,June,2.3
TamilNadu,Ramanathapuram,2011,July,48.4
TamilNadu,Ramanathapuram,2011,August,12.9
TamilNadu,Ramanathapuram,2011,September,51.7
TamilNadu,Ramanathapuram,2011,October,267
TamilNadu,Ramanathapuram,2011,November,254
TamilNadu,Ramanathapuram,2011,December,244.2
TamilNadu,Ramanathapuram,2012,January,23.8
TamilNadu,Ramanathapuram,2012,February,0.1
TamilNadu,Ramanathapuram,2012,March,86.5
TamilNadu,Ramanathapuram,2012,April,22.4
TamilNadu,Ramanathapuram,2012,May,10.8
TamilNadu,Ramanathapuram,2012,June,5.5
TamilNadu,Ramanathapuram,2012,July,1.4
TamilNadu,Ramanathapuram,2012,August,23.9
TamilNadu,Ramanathapuram,2012,September,46.8
TamilNadu,Ramanathapuram,2012,October,368.8
TamilNadu,Ramanathapuram,2012,November,251.8
TamilNadu,Ramanathapuram,2012,December,14.2
TamilNadu,Ramanathapuram,2013,January,52
TamilNadu,Ramanathapuram,2013,February,21.8
TamilNadu,Ramanathapuram,2013,March,0.3
TamilNadu,Ramanathapuram,2013,April,33.2
TamilNadu,Ramanathapuram,2013,May,19.9
TamilNadu,Ramanathapuram,2013,June,25.1
TamilNadu,Ramanathapuram,2013,July,32.9
TamilNadu,Ramanathapuram,2013,August,54.2
TamilNadu,Ramanathapuram,2013,September,38.3
TamilNadu,Ramanathapuram,2013,October,230.2
TamilNadu,Ramanathapuram,2013,November,72.2
TamilNadu,Ramanathapuram,2013,December,207.7
TamilNadu,Ramanathapuram,2014,January,9.2
TamilNadu,Ramanathapuram,2014,February,56.6
TamilNadu,Ramanathapuram,2014,March,376.6
TamilNadu,Ramanathapuram,2014,April,55.7
TamilNadu,Ramanathapuram,2014,May,0
TamilNadu,Ramanathapuram,2014,June,19.9
TamilNadu,Ramanathapuram,2014,July,31.2
TamilNadu,Ramanathapuram,2014,August,75.4
TamilNadu,Ramanathapuram,2014,September,19.1
TamilNadu,Ramanathapuram,2014,October,344.2
TamilNadu,Ramanathapuram,2014,November,311.7
TamilNadu,Ramanathapuram,2014,December,193.1
TamilNadu,Ramanathapuram,2015,January,18.8
TamilNadu,Ramanathapuram,2015,February,0
TamilNadu,Ramanathapuram,2015,March,24.1
TamilNadu,Ramanathapuram,2015,April,102.1
TamilNadu,Ramanathapuram,2015,May,11.2
TamilNadu,Ramanathapuram,2015,June,1.1
TamilNadu,Ramanathapuram,2015,July,0.1
TamilNadu,Ramanathapuram,2015,August,53.4
TamilNadu,Ramanathapuram,2015,September,55.9
TamilNadu,Ramanathapuram,2015,October,76.1
TamilNadu,Ramanathapuram,2015,November,397.4
TamilNadu,Ramanathapuram,2015,December,184.6
TamilNadu,Ramanathapuram,2016,January,10.3
TamilNadu,Ramanathapuram,2016,February,0
TamilNadu,Ramanathapuram,2016,March,0.4
TamilNadu,Ramanathapuram,2016,April,26.1
TamilNadu,Ramanathapuram,2016,May,61
TamilNadu,Ramanathapuram,2016,June,17.9
TamilNadu,Ramanathapuram,2016,July,44.3
TamilNadu,Ramanathapuram,2016,August,88.6
TamilNadu,Ramanathapuram,2016,September,123.3
TamilNadu,Ramanathapuram,2016,October,192.5
TamilNadu,Ramanathapuram,2016,November,390.1
TamilNadu,Ramanathapuram,2016,December,154.1
TamilNadu,Salem,2010,January,0
TamilNadu,Salem,2010,February,0
TamilNadu,Salem,2010,March,0
TamilNadu,Salem,2010,April,46
TamilNadu,Salem,2010,May,344.4
TamilNadu,Salem,2010,June,35.3
TamilNadu,Salem,2010,July,107.4
TamilNadu,Salem,2010,August,38.3
TamilNadu,Salem,2010,September,141.6
TamilNadu,Salem,2010,October,185.9
TamilNadu,Salem,2010,November,82.4
TamilNadu,Salem,2010,December,0
TamilNadu,Salem,2011,January,0
TamilNadu,Salem,2011,February,2.2
TamilNadu,Salem,2011,March,16.5
TamilNadu,Salem,2011,April,125.1
TamilNadu,Salem,2011,May,57.2
TamilNadu,Salem,2011,June,36.5
TamilNadu,Salem,2011,July,82.1
TamilNadu,Salem,2011,August,154.6
TamilNadu,Salem,2011,September,134.9
TamilNadu,Salem,2011,October,282
TamilNadu,Salem,2011,November,260.6
TamilNadu,Salem,2011,December,64.5
TamilNadu,Salem,2012,January,4.3
TamilNadu,Salem,2012,February,0
TamilNadu,Salem,2012,March,37
TamilNadu,Salem,2012,April,30.3
TamilNadu,Salem,2012,May,86.2
TamilNadu,Salem,2012,June,46.5
TamilNadu,Salem,2012,July,30
TamilNadu,Salem,2012,August,102.1
TamilNadu,Salem,2012,September,192.7
TamilNadu,Salem,2012,October,191.5
TamilNadu,Salem,2012,November,142.3
TamilNadu,Salem,2012,December,13.6
TamilNadu,Salem,2013,January,0.1
TamilNadu,Salem,2013,February,0.5
TamilNadu,Salem,2013,March,0
TamilNadu,Salem,2013,April,59.8
TamilNadu,Salem,2013,May,28.8
TamilNadu,Salem,2013,June,30.3
TamilNadu,Salem,2013,July,111.2
TamilNadu,Salem,2013,August,205.3
TamilNadu,Salem,2013,September,138.3
TamilNadu,Salem,2013,October,171.9
TamilNadu,Salem,2013,November,46.6
TamilNadu,Salem,2013,December,157.1
TamilNadu,Salem,2014,January,4.6
TamilNadu,Salem,2014,February,10.4
TamilNadu,Salem,2014,March,99.4
TamilNadu,Salem,2014,April,35.5
TamilNadu,Salem,2014,May,132.2
TamilNadu,Salem,2014,June,53.1
TamilNadu,Salem,2014,July,95.8
TamilNadu,Salem,2014,August,262.6
TamilNadu,Salem,2014,September,72.5
TamilNadu,Salem,2014,October,163.2
TamilNadu,Salem,2014,November,197
TamilNadu,Salem,2014,December,13.2
TamilNadu,Salem,2015,January,2.3
TamilNadu,Salem,2015,February,0
TamilNadu,Salem,2015,March,16.9
TamilNadu,Salem,2015,April,42.4
TamilNadu,Salem,2015,May,130.4
TamilNadu,Salem,2015,June,64.7
TamilNadu,Salem,2015,July,63.2
TamilNadu,Salem,2015,August,165.5
TamilNadu,Salem,2015,September,167.9
TamilNadu,Salem,2015,October,56.1
TamilNadu,Salem,2015,November,142.8
TamilNadu,Salem,2015,December,44.7
TamilNadu,Salem,2016,January,0.6
TamilNadu,Salem,2016,February,0
TamilNadu,Salem,2016,March,2.8
TamilNadu,Salem,2016,April,21.9
TamilNadu,Salem,2016,May,129.2
TamilNadu,Salem,2016,June,124.5
TamilNadu,Salem,2016,July,111.9
TamilNadu,Salem,2016,August,202.8
TamilNadu,Salem,2016,September,106.6
TamilNadu,Salem,2016,October,165
TamilNadu,Salem,2016,November,328.7
TamilNadu,Salem,2016,December,70.5
TamilNadu,Sivaganga,2010,January,0
TamilNadu,Sivaganga,2010,February,0
TamilNadu,Sivaganga,2010,March,6.3
TamilNadu,Sivaganga,2010,April,30.6
TamilNadu,Sivaganga,2010,May,156.8
TamilNadu,Sivaganga,2010,June,22.1
TamilNadu,Sivaganga,2010,July,50.4
TamilNadu,Sivaganga,2010,August,51.8
TamilNadu,Sivaganga,2010,September,292.9
TamilNadu,Sivaganga,2010,October,281.6
TamilNadu,Sivaganga,2010,November,182.5
TamilNadu,Sivaganga,2010,December,29
TamilNadu,Sivaganga,2011,January,0
TamilNadu,Sivaganga,2011,February,24.1
TamilNadu,Sivaganga,2011,March,28.5
TamilNadu,Sivaganga,2011,April,144.7
TamilNadu,Sivaganga,2011,May,89.6
TamilNadu,Sivaganga,2011,June,30.3
TamilNadu,Sivaganga,2011,July,78.3
TamilNadu,Sivaganga,2011,August,79.3
TamilNadu,Sivaganga,2011,September,75.8
TamilNadu,Sivaganga,2011,October,310.7
TamilNadu,Sivaganga,2011,November,258.8
TamilNadu,Sivaganga,2011,December,169.1
TamilNadu,Sivaganga,2012,January,20.5
TamilNadu,Sivaganga,2012,February,0
TamilNadu,Sivaganga,2012,March,70.2
TamilNadu,Sivaganga,2012,April,61.2
TamilNadu,Sivaganga,2012,May,52.7
TamilNadu,Sivaganga,2012,June,57.7
TamilNadu,Sivaganga,2012,July,19.2
TamilNadu,Sivaganga,2012,August,68.2
TamilNadu,Sivaganga,2012,September,95
TamilNadu,Sivaganga,2012,October,257.3
TamilNadu,Sivaganga,2012,November,239.6
TamilNadu,Sivaganga,2012,December,24.3
TamilNadu,Sivaganga,2013,January,1.4
TamilNadu,Sivaganga,2013,February,4.1
TamilNadu,Sivaganga,2013,March,1.3
TamilNadu,Sivaganga,2013,April,83.2
TamilNadu,Sivaganga,2013,May,90
TamilNadu,Sivaganga,2013,June,93.3
TamilNadu,Sivaganga,2013,July,19.7
TamilNadu,Sivaganga,2013,August,115.2
TamilNadu,Sivaganga,2013,September,45.3
TamilNadu,Sivaganga,2013,October,117.7
TamilNadu,Sivaganga,2013,November,101
TamilNadu,Sivaganga,2013,December,214.4
TamilNadu,Sivaganga,2014,January,0.9
TamilNadu,Sivaganga,2014,February,51
TamilNadu,Sivaganga,2014,March,255.9
TamilNadu,Sivaganga,2014,April,43.8
TamilNadu,Sivaganga,2014,May,21.1
TamilNadu,Sivaganga,2014,June,65.4
TamilNadu,Sivaganga,2014,July,66.3
TamilNadu,Sivaganga,2014,August,147.8
TamilNadu,Sivaganga,2014,September,52.3
TamilNadu,Sivaganga,2014,October,246.5
TamilNadu,Sivaganga,2014,November,166.8
TamilNadu,Sivaganga,2014,December,59
TamilNadu,Sivaganga,2015,January,1.4
TamilNadu,Sivaganga,2015,February,0
TamilNadu,Sivaganga,2015,March,0.6
TamilNadu,Sivaganga,2015,April,74.4
TamilNadu,Sivaganga,2015,May,48.1
TamilNadu,Sivaganga,2015,June,19.1
TamilNadu,Sivaganga,2015,July,13.5
TamilNadu,Sivaganga,2015,August,149.5
TamilNadu,Sivaganga,2015,September,151.4
TamilNadu,Sivaganga,2015,October,34.3
TamilNadu,Sivaganga,2015,November,315.4
TamilNadu,Sivaganga,2015,December,90.4
TamilNadu,Sivaganga,2016,January,4.1
TamilNadu,Sivaganga,2016,February,0
TamilNadu,Sivaganga,2016,March,0
TamilNadu,Sivaganga,2016,April,21.3
TamilNadu,Sivaganga,2016,May,93.5
TamilNadu,Sivaganga,2016,June,76.8
TamilNadu,Sivaganga,2016,July,91.9
TamilNadu,Sivaganga,2016,August,82
TamilNadu,Sivaganga,2016,September,245.3
TamilNadu,Sivaganga,2016,October,203.8
TamilNadu,Sivaganga,2016,November,236.3
TamilNadu,Sivaganga,2016,December,98.5
TamilNadu,Thanjavur,2010,January,3.9
TamilNadu,Thanjavur,2010,February,0.1
TamilNadu,Thanjavur,2010,March,2.1
TamilNadu,Thanjavur,2010,April,8.7
TamilNadu,Thanjavur,2010,May,301.1
TamilNadu,Thanjavur,2010,June,16.1
TamilNadu,Thanjavur,2010,July,46.4
TamilNadu,Thanjavur,2010,August,57.2
TamilNadu,Thanjavur,2010,September,234.7
TamilNadu,Thanjavur,2010,October,394.7
TamilNadu,Thanjavur,2010,November,223.7
TamilNadu,Thanjavur,2010,December,20.9
TamilNadu,Thanjavur,2011,January,0.6
TamilNadu,Thanjavur,2011,February,2
TamilNadu,Thanjavur,2011,March,9.7
TamilNadu,Thanjavur,2011,April,93.4
TamilNadu,Thanjavur,2011,May,102.2
TamilNadu,Thanjavur,2011,June,7.5
TamilNadu,Thanjavur,2011,July,52.6
TamilNadu,Thanjavur,2011,August,92.1
TamilNadu,Thanjavur,2011,September,150.9
TamilNadu,Thanjavur,2011,October,242.3
TamilNadu,Thanjavur,2011,November,508.5
TamilNadu,Thanjavur,2011,December,202.4
TamilNadu,Thanjavur,2012,January,11
TamilNadu,Thanjavur,2012,February,0
TamilNadu,Thanjavur,2012,March,39
TamilNadu,Thanjavur,2012,April,28.8
TamilNadu,Thanjavur,2012,May,65
TamilNadu,Thanjavur,2012,June,30.2
TamilNadu,Thanjavur,2012,July,1.8
TamilNadu,Thanjavur,2012,August,70.5
TamilNadu,Thanjavur,2012,September,150.3
TamilNadu,Thanjavur,2012,October,222.1
TamilNadu,Thanjavur,2012,November,185.2
TamilNadu,Thanjavur,2012,December,37.8
TamilNadu,Thanjavur,2013,January,0.5
TamilNadu,Thanjavur,2013,February,9
TamilNadu,Thanjavur,2013,March,0
TamilNadu,Thanjavur,2013,April,57.7
TamilNadu,Thanjavur,2013,May,46
TamilNadu,Thanjavur,2013,June,29.1
TamilNadu,Thanjavur,2013,July,41.4
TamilNadu,Thanjavur,2013,August,152.6
TamilNadu,Thanjavur,2013,September,68.7
TamilNadu,Thanjavur,2013,October,278.6
TamilNadu,Thanjavur,2013,November,62.5
TamilNadu,Thanjavur,2013,December,326.3
TamilNadu,Thanjavur,2014,January,6.1
TamilNadu,Thanjavur,2014,February,17.3
TamilNadu,Thanjavur,2014,March,140
TamilNadu,Thanjavur,2014,April,3.6
TamilNadu,Thanjavur,2014,May,11.1
TamilNadu,Thanjavur,2014,June,23.4
TamilNadu,Thanjavur,2014,July,58
TamilNadu,Thanjavur,2014,August,129.8
TamilNadu,Thanjavur,2014,September,39.1
TamilNadu,Thanjavur,2014,October,191.9
TamilNadu,Thanjavur,2014,November,723.8
TamilNadu,Thanjavur,2014,December,107.4
TamilNadu,Thanjavur,2015,January,19.4
TamilNadu,Thanjavur,2015,February,0
TamilNadu,Thanjavur,2015,March,18.6
TamilNadu,Thanjavur,2015,April,55.4
TamilNadu,Thanjavur,2015,May,23.2
TamilNadu,Thanjavur,2015,June,20.1
TamilNadu,Thanjavur,2015,July,9.3
TamilNadu,Thanjavur,2015,August,125.9
TamilNadu,Thanjavur,2015,September,114.4
TamilNadu,Thanjavur,2015,October,40.1
TamilNadu,Thanjavur,2015,November,449.8
TamilNadu,Thanjavur,2015,December,320.6
TamilNadu,Thanjavur,2016,January,29.8
TamilNadu,Thanjavur,2016,February,0
TamilNadu,Thanjavur,2016,March,0
TamilNadu,Thanjavur,2016,April,10.4
TamilNadu,Thanjavur,2016,May,96.6
TamilNadu,Thanjavur,2016,June,44.6
TamilNadu,Thanjavur,2016,July,39.9
TamilNadu,Thanjavur,2016,August,144.2
TamilNadu,Thanjavur,2016,September,162.3
TamilNadu,Thanjavur,2016,October,209.3
TamilNadu,Thanjavur,2016,November,398.7
TamilNadu,Thanjavur,2016,December,229.1
TamilNadu,Theni,2010,January,0
TamilNadu,Theni,2010,February,0
TamilNadu,Theni,2010,March,28.2
TamilNadu,Theni,2010,April,30.2
TamilNadu,Theni,2010,May,34
TamilNadu,Theni,2010,June,26.2
TamilNadu,Theni,2010,July,17.5
TamilNadu,Theni,2010,August,20.3
TamilNadu,Theni,2010,September,105
TamilNadu,Theni,2010,October,171.6
TamilNadu,Theni,2010,November,142.7
TamilNadu,Theni,2010,December,0
TamilNadu,Theni,2011,January,0
TamilNadu,Theni,2011,February,40.5
TamilNadu,Theni,2011,March,73.1
TamilNadu,Theni,2011,April,146.7
TamilNadu,Theni,2011,May,76.8
TamilNadu,Theni,2011,June,34.9
TamilNadu,Theni,2011,July,50.4
TamilNadu,Theni,2011,August,27.9
TamilNadu,Theni,2011,September,34.6
TamilNadu,Theni,2011,October,275.5
TamilNadu,Theni,2011,November,204
TamilNadu,Theni,2011,December,158.1
TamilNadu,Theni,2012,January,12.5
TamilNadu,Theni,2012,February,0
TamilNadu,Theni,2012,March,58.7
TamilNadu,Theni,2012,April,55.7
TamilNadu,Theni,2012,May,79.9
TamilNadu,Theni,2012,June,26.8
TamilNadu,Theni,2012,July,3
TamilNadu,Theni,2012,August,25.4
TamilNadu,Theni,2012,September,62.1
TamilNadu,Theni,2012,October,221.8
TamilNadu,Theni,2012,November,194.6
TamilNadu,Theni,2012,December,0
TamilNadu,Theni,2013,January,0
TamilNadu,Theni,2013,February,0
TamilNadu,Theni,2013,March,0
TamilNadu,Theni,2013,April,49.3
TamilNadu,Theni,2013,May,10.8
TamilNadu,Theni,2013,June,81.4
TamilNadu,Theni,2013,July,50.8
TamilNadu,Theni,2013,August,53.4
TamilNadu,Theni,2013,September,51.7
TamilNadu,Theni,2013,October,263.2
TamilNadu,Theni,2013,November,108.6
TamilNadu,Theni,2013,December,204.9
TamilNadu,Theni,2014,January,0
TamilNadu,Theni,2014,February,36.3
TamilNadu,Theni,2014,March,256.2
TamilNadu,Theni,2014,April,38.5
TamilNadu,Theni,2014,May,29.8
TamilNadu,Theni,2014,June,60.5
TamilNadu,Theni,2014,July,70.9
TamilNadu,Theni,2014,August,140.3
TamilNadu,Theni,2014,September,73.3
TamilNadu,Theni,2014,October,257.1
TamilNadu,Theni,2014,November,59.8
TamilNadu,Theni,2014,December,20.3
TamilNadu,Theni,2015,January,3.7
TamilNadu,Theni,2015,February,0
TamilNadu,Theni,2015,March,41.7
TamilNadu,Theni,2015,April,54.3
TamilNadu,Theni,2015,May,61.2
TamilNadu,Theni,2015,June,42.3
TamilNadu,Theni,2015,July,103.7
TamilNadu,Theni,2015,August,42.7
TamilNadu,Theni,2015,September,81.9
TamilNadu,Theni,2015,October,80
TamilNadu,Theni,2015,November,274.7
TamilNadu,Theni,2015,December,27.8
TamilNadu,Theni,2016,January,4.8
TamilNadu,Theni,2016,February,0
TamilNadu,Theni,2016,March,1.1
TamilNadu,Theni,2016,April,67.6
TamilNadu,Theni,2016,May,94.8
TamilNadu,Theni,2016,June,80.6
TamilNadu,Theni,2016,July,118.9
TamilNadu,Theni,2016,August,45.9
TamilNadu,Theni,2016,September,95.7
TamilNadu,Theni,2016,October,167.7
TamilNadu,Theni,2016,November,296.5
TamilNadu,Theni,2016,December,48.2
TamilNadu,Tiruvallur,2015,January,11.4
TamilNadu,Tiruvallur,2015,February,0
TamilNadu,Tiruvallur,2015,March,0
TamilNadu,Tiruvallur,2015,April,0
TamilNadu,Tiruvallur,2015,May,15
TamilNadu,Tiruvallur,2015,June,39
TamilNadu,Tiruvallur,2015,July,61.4
TamilNadu,Tiruvallur,2015,August,125.4
TamilNadu,Tiruvallur,2015,September,105.9
TamilNadu,Tiruvallur,2015,October,54.3
TamilNadu,Tiruvallur,2015,November,372.5
TamilNadu,Tiruvallur,2015,December,163.1
TamilNadu,Tiruvallur,2016,January,2.3
TamilNadu,Tiruvallur,2016,February,0
TamilNadu,Tiruvallur,2016,March,0
TamilNadu,Tiruvallur,2016,April,0.6
TamilNadu,Tiruvallur,2016,May,137.5
TamilNadu,Tiruvallur,2016,June,101.5
TamilNadu,Tiruvallur,2016,July,280.3
TamilNadu,Tiruvallur,2016,August,279.6
TamilNadu,Tiruvallur,2016,September,155.8
TamilNadu,Tiruvallur,2016,October,133.1
TamilNadu,Tiruvallur,2016,November,207.2
TamilNadu,Tiruvallur,2016,December,177.9
TamilNadu,Tiruvannamalai,2010,January,0
TamilNadu,Tiruvannamalai,2010,February,0
TamilNadu,Tiruvannamalai,2010,March,0
TamilNadu,Tiruvannamalai,2010,April,56.5
TamilNadu,Tiruvannamalai,2010,May,455.7
TamilNadu,Tiruvannamalai,2010,June,44.3
TamilNadu,Tiruvannamalai,2010,July,166.2
TamilNadu,Tiruvannamalai,2010,August,8.9
TamilNadu,Tiruvannamalai,2010,September,346.8
TamilNadu,Tiruvannamalai,2010,October,233.9
TamilNadu,Tiruvannamalai,2010,November,149.4
TamilNadu,Tiruvannamalai,2010,December,1.1
TamilNadu,Tiruvannamalai,2011,January,0
TamilNadu,Tiruvannamalai,2011,February,6
TamilNadu,Tiruvannamalai,2011,March,15.2
TamilNadu,Tiruvannamalai,2011,April,66.6
TamilNadu,Tiruvannamalai,2011,May,100.9
TamilNadu,Tiruvannamalai,2011,June,35.4
TamilNadu,Tiruvannamalai,2011,July,73.1
TamilNadu,Tiruvannamalai,2011,August,112.4
TamilNadu,Tiruvannamalai,2011,September,225.6
TamilNadu,Tiruvannamalai,2011,October,316.6
TamilNadu,Tiruvannamalai,2011,November,314.3
TamilNadu,Tiruvannamalai,2011,December,169.7
TamilNadu,Tiruvannamalai,2012,January,3.5
TamilNadu,Tiruvannamalai,2012,February,0
TamilNadu,Tiruvannamalai,2012,March,37
TamilNadu,Tiruvannamalai,2012,April,19.5
TamilNadu,Tiruvannamalai,2012,May,36
TamilNadu,Tiruvannamalai,2012,June,95.7
TamilNadu,Tiruvannamalai,2012,July,23.5
TamilNadu,Tiruvannamalai,2012,August,91.8
TamilNadu,Tiruvannamalai,2012,September,154.8
TamilNadu,Tiruvannamalai,2012,October,243.6
TamilNadu,Tiruvannamalai,2012,November,155.8
TamilNadu,Tiruvannamalai,2012,December,63.3
TamilNadu,Tiruvannamalai,2013,January,0
TamilNadu,Tiruvannamalai,2013,February,27.7
TamilNadu,Tiruvannamalai,2013,March,0
TamilNadu,Tiruvannamalai,2013,April,54.2
TamilNadu,Tiruvannamalai,2013,May,23.2
TamilNadu,Tiruvannamalai,2013,June,79.2
TamilNadu,Tiruvannamalai,2013,July,170.5
TamilNadu,Tiruvannamalai,2013,August,163.8
TamilNadu,Tiruvannamalai,2013,September,72.4
TamilNadu,Tiruvannamalai,2013,October,245.9
TamilNadu,Tiruvannamalai,2013,November,77.9
TamilNadu,Tiruvannamalai,2013,December,278
TamilNadu,Tiruvannamalai,2014,January,14.2
TamilNadu,Tiruvannamalai,2014,February,9
TamilNadu,Tiruvannamalai,2014,March,97.2
TamilNadu,Tiruvannamalai,2014,April,27.9
TamilNadu,Tiruvannamalai,2014,May,59.2
TamilNadu,Tiruvannamalai,2014,June,57.6
TamilNadu,Tiruvannamalai,2014,July,88.8
TamilNadu,Tiruvannamalai,2014,August,113.1
TamilNadu,Tiruvannamalai,2014,September,142.7
TamilNadu,Tiruvannamalai,2014,October,190.7
TamilNadu,Tiruvannamalai,2014,November,314.7
TamilNadu,Tiruvannamalai,2014,December,40.3
TamilNadu,Tiruvannamalai,2015,January,6.4
TamilNadu,Tiruvannamalai,2015,February,0
TamilNadu,Tiruvannamalai,2015,March,1
TamilNadu,Tiruvannamalai,2015,April,0
TamilNadu,Tiruvannamalai,2015,May,31.1
TamilNadu,Tiruvannamalai,2015,June,12.3
TamilNadu,Tiruvannamalai,2015,July,46.7
TamilNadu,Tiruvannamalai,2015,August,92
TamilNadu,Tiruvannamalai,2015,September,241
TamilNadu,Tiruvannamalai,2015,October,55.9
TamilNadu,Tiruvannamalai,2015,November,287.3
TamilNadu,Tiruvannamalai,2015,December,93.2
TamilNadu,Tiruvannamalai,2016,January,5.1
TamilNadu,Tiruvannamalai,2016,February,0
TamilNadu,Tiruvannamalai,2016,March,0
TamilNadu,Tiruvannamalai,2016,April,0
TamilNadu,Tiruvannamalai,2016,May,124.2
TamilNadu,Tiruvannamalai,2016,June,107.9
TamilNadu,Tiruvannamalai,2016,July,114.4
TamilNadu,Tiruvannamalai,2016,August,113.5
TamilNadu,Tiruvannamalai,2016,September,175.5
TamilNadu,Tiruvannamalai,2016,October,115.3
TamilNadu,Tiruvannamalai,2016,November,350.6
TamilNadu,Tiruvannamalai,2016,December,188.7
TamilNadu,Tiruvarur,2010,January,8
TamilNadu,Tiruvarur,2010,February,0
