state,district,year,month,rain
Goa,Goa,2016,February,0
Goa,Goa,2016,March,0
Goa,Goa,2016,April,7.7
Goa,Goa,2016,May,60.2
Goa,Goa,2016,June,828.3
Goa,Goa,2016,July,1291.1
Goa,Goa,2016,August,811.9
Goa,Goa,2016,September,497.9
Goa,Goa,2016,October,312.3
Goa,Goa,2016,November,185.9
Goa,Goa,2016,December,12.6
Gujarat,Ahmedabad,2010,January,0
Gujarat,Ahmedabad,2010,February,0
Gujarat,Ahmedabad,2010,March,0
Gujarat,Ahmedabad,2010,April,0
Gujarat,Ahmedabad,2010,May,2.4
Gujarat,Ahmedabad,2010,June,61.2
Gujarat,Ahmedabad,2010,July,222.6
Gujarat,Ahmedabad,2010,August,454.2
Gujarat,Ahmedabad,2010,September,45.4
Gujarat,Ahmedabad,2010,October,34
Gujarat,Ahmedabad,2010,November,0.1
Gujarat,Ahmedabad,2010,December,0
Gujarat,Ahmedabad,2011,January,0
Gujarat,Ahmedabad,2011,February,0
Gujarat,Ahmedabad,2011,March,0
Gujarat,Ahmedabad,2011,April,0
Gujarat,Ahmedabad,2011,May,0
Gujarat,Ahmedabad,2011,June,393.2
Gujarat,Ahmedabad,2011,July,301
Gujarat,Ahmedabad,2011,August,223.3
Gujarat,Ahmedabad,2011,September,341.4
Gujarat,Ahmedabad,2011,October,0
Gujarat,Ahmedabad,2011,November,0
Gujarat,Ahmedabad,2011,December,0
Gujarat,Ahmedabad,2012,January,0
Gujarat,Ahmedabad,2012,February,0
Gujarat,Ahmedabad,2012,March,0.4
Gujarat,Ahmedabad,2012,April,0
Gujarat,Ahmedabad,2012,May,0
Gujarat,Ahmedabad,2012,June,84.9
Gujarat,Ahmedabad,2012,July,433
Gujarat,Ahmedabad,2012,August,268
Gujarat,Ahmedabad,2012,September,108.5
Gujarat,Ahmedabad,2012,October,0
Gujarat,Ahmedabad,2012,November,0
Gujarat,Ahmedabad,2012,December,0
Gujarat,Ahmedabad,2013,January,0
Gujarat,Ahmedabad,2013,February,0.1
Gujarat,Ahmedabad,2013,March,0
Gujarat,Ahmedabad,2013,April,0
Gujarat,Ahmedabad,2013,May,0.4
Gujarat,Ahmedabad,2013,June,95.3
Gujarat,Ahmedabad,2013,July,381.2
Gujarat,Ahmedabad,2013,August,310
Gujarat,Ahmedabad,2013,September,103.2
Gujarat,Ahmedabad,2013,October,0
Gujarat,Ahmedabad,2013,November,0
Gujarat,Ahmedabad,2013,December,0
Gujarat,Ahmedabad,2014,January,0
Gujarat,Ahmedabad,2014,February,0
Gujarat,Ahmedabad,2014,March,0
Gujarat,Ahmedabad,2014,April,0.7
Gujarat,Ahmedabad,2014,May,0
Gujarat,Ahmedabad,2014,June,26.7
Gujarat,Ahmedabad,2014,July,221.9
Gujarat,Ahmedabad,2014,August,233.6
Gujarat,Ahmedabad,2014,September,273.5
Gujarat,Ahmedabad,2014,October,8.4
Gujarat,Ahmedabad,2014,November,0
Gujarat,Ahmedabad,2014,December,2
Gujarat,Ahmedabad,2015,January,0
Gujarat,Ahmedabad,2015,February,0
Gujarat,Ahmedabad,2015,March,0
Gujarat,Ahmedabad,2015,April,0
Gujarat,Ahmedabad,2015,May,0
Gujarat,Ahmedabad,2015,June,4.7
Gujarat,Ahmedabad,2015,July,265.5
Gujarat,Ahmedabad,2015,August,103.2
Gujarat,Ahmedabad,2015,September,8.8
Gujarat,Ahmedabad,2015,October,4.9
Gujarat,Ahmedabad,2015,November,0
Gujarat,Ahmedabad,2015,December,0
Gujarat,Ahmedabad,2016,January,0.2
Gujarat,Ahmedabad,2016,February,0
Gujarat,Ahmedabad,2016,March,0
Gujarat,Ahmedabad,2016,April,0
Gujarat,Ahmedabad,2016,May,0
Gujarat,Ahmedabad,2016,June,46.7
Gujarat,Ahmedabad,2016,July,335.9
Gujarat,Ahmedabad,2016,August,421
Gujarat,Ahmedabad,2016,September,241.7
Gujarat,Ahmedabad,2016,October,0.9
Gujarat,Ahmedabad,2016,November,50.7
Gujarat,Ahmedabad,2016,December,0.2
Gujarat,Amreli,2010,January,0
Gujarat,Amreli,2010,February,0
Gujarat,Amreli,2010,March,0
Gujarat,Amreli,2010,April,0
Gujarat,Amreli,2010,May,12
Gujarat,Amreli,2010,June,88.4
Gujarat,Amreli,2010,July,159.7
Gujarat,Amreli,2010,August,223.1
Gujarat,Amreli,2010,September,61.8
Gujarat,Amreli,2010,October,21.3
Gujarat,Amreli,2010,November,0.2
Gujarat,Amreli,2010,December,0
Gujarat,Amreli,2011,January,0
Gujarat,Amreli,2011,February,0
Gujarat,Amreli,2011,March,0
Gujarat,Amreli,2011,April,0
Gujarat,Amreli,2011,May,0.3
Gujarat,Amreli,2011,June,558.2
Gujarat,Amreli,2011,July,150.7
Gujarat,Amreli,2011,August,45.2
Gujarat,Amreli,2011,September,405.8
Gujarat,Amreli,2011,October,5
Gujarat,Amreli,2011,November,0
Gujarat,Amreli,2011,December,0
Gujarat,Amreli,2012,January,0
Gujarat,Amreli,2012,February,0
Gujarat,Amreli,2012,March,1.5
Gujarat,Amreli,2012,April,0
Gujarat,Amreli,2012,May,0
Gujarat,Amreli,2012,June,181.2
Gujarat,Amreli,2012,July,479.3
Gujarat,Amreli,2012,August,77.6
Gujarat,Amreli,2012,September,80.7
Gujarat,Amreli,2012,October,3.7
Gujarat,Amreli,2012,November,1
Gujarat,Amreli,2012,December,0
Gujarat,Amreli,2013,January,0
Gujarat,Amreli,2013,February,0.4
Gujarat,Amreli,2013,March,0
Gujarat,Amreli,2013,April,0
Gujarat,Amreli,2013,May,0
Gujarat,Amreli,2013,June,118.2
Gujarat,Amreli,2013,July,278.8
Gujarat,Amreli,2013,August,306.4
Gujarat,Amreli,2013,September,338.4
Gujarat,Amreli,2013,October,0.1
Gujarat,Amreli,2013,November,2.8
Gujarat,Amreli,2013,December,0
Gujarat,Amreli,2014,January,0
Gujarat,Amreli,2014,February,0
Gujarat,Amreli,2014,March,0
Gujarat,Amreli,2014,April,4.2
Gujarat,Amreli,2014,May,0
Gujarat,Amreli,2014,June,72.1
Gujarat,Amreli,2014,July,237
Gujarat,Amreli,2014,August,90.7
Gujarat,Amreli,2014,September,300.6
Gujarat,Amreli,2014,October,23.8
Gujarat,Amreli,2014,November,0
Gujarat,Amreli,2014,December,0
Gujarat,Amreli,2015,January,0
Gujarat,Amreli,2015,February,0
Gujarat,Amreli,2015,March,0
Gujarat,Amreli,2015,April,0
Gujarat,Amreli,2015,May,0
Gujarat,Amreli,2015,June,56.4
Gujarat,Amreli,2015,July,360.4
Gujarat,Amreli,2015,August,70.8
Gujarat,Amreli,2015,September,16.9
Gujarat,Amreli,2015,October,5.2
Gujarat,Amreli,2015,November,3.2
Gujarat,Amreli,2015,December,0.2
Gujarat,Amreli,2016,January,0
Gujarat,Amreli,2016,February,0
Gujarat,Amreli,2016,March,0
Gujarat,Amreli,2016,April,0
Gujarat,Amreli,2016,May,0
Gujarat,Amreli,2016,June,110.2
Gujarat,Amreli,2016,July,348.4
Gujarat,Amreli,2016,August,197.9
Gujarat,Amreli,2016,September,178.5
Gujarat,Amreli,2016,October,16.8
Gujarat,Amreli,2016,November,79.3
Gujarat,Amreli,2016,December,0
Gujarat,Anand,2010,January,0
Gujarat,Anand,2010,February,0
Gujarat,Anand,2010,March,0
Gujarat,Anand,2010,April,0
Gujarat,Anand,2010,May,3.3
Gujarat,Anand,2010,June,41.5
Gujarat,Anand,2010,July,186.8
Gujarat,Anand,2010,August,526
Gujarat,Anand,2010,September,4
Gujarat,Anand,2010,October,9.7
Gujarat,Anand,2010,November,0
Gujarat,Anand,2010,December,0
Gujarat,Anand,2011,January,0
Gujarat,Anand,2011,February,0
Gujarat,Anand,2011,March,0
Gujarat,Anand,2011,April,0
Gujarat,Anand,2011,May,0
Gujarat,Anand,2011,June,502.3
Gujarat,Anand,2011,July,521.8
Gujarat,Anand,2011,August,153.1
Gujarat,Anand,2011,September,340.9
Gujarat,Anand,2011,October,0
Gujarat,Anand,2011,November,0
Gujarat,Anand,2011,December,0
Gujarat,Anand,2012,January,0
Gujarat,Anand,2012,February,0
Gujarat,Anand,2012,March,0
Gujarat,Anand,2012,April,0
Gujarat,Anand,2012,May,0
Gujarat,Anand,2012,June,62.3
Gujarat,Anand,2012,July,552.5
Gujarat,Anand,2012,August,392.3
Gujarat,Anand,2012,September,42.6
Gujarat,Anand,2012,October,0
Gujarat,Anand,2012,November,0
Gujarat,Anand,2012,December,0
Gujarat,Anand,2013,January,0
Gujarat,Anand,2013,February,0.5
Gujarat,Anand,2013,March,0
Gujarat,Anand,2013,April,0
Gujarat,Anand,2013,May,0
Gujarat,Anand,2013,June,78.5
Gujarat,Anand,2013,July,391.5
Gujarat,Anand,2013,August,280.4
Gujarat,Anand,2013,September,147.2
Gujarat,Anand,2013,October,0
Gujarat,Anand,2013,November,0
Gujarat,Anand,2013,December,0
Gujarat,Anand,2014,January,0
Gujarat,Anand,2014,February,0
Gujarat,Anand,2014,March,0
Gujarat,Anand,2014,April,0.4
Gujarat,Anand,2014,May,0
Gujarat,Anand,2014,June,38.4
Gujarat,Anand,2014,July,151
Gujarat,Anand,2014,August,276.8
Gujarat,Anand,2014,September,292.1
Gujarat,Anand,2014,October,1.4
Gujarat,Anand,2014,November,0.1
Gujarat,Anand,2014,December,0
Gujarat,Anand,2015,January,0
Gujarat,Anand,2015,February,0
Gujarat,Anand,2015,March,0
Gujarat,Anand,2015,April,0
Gujarat,Anand,2015,May,0
Gujarat,Anand,2015,June,0.6
Gujarat,Anand,2015,July,246.9
Gujarat,Anand,2015,August,95.3
Gujarat,Anand,2015,September,10
Gujarat,Anand,2015,October,3
Gujarat,Anand,2015,November,1.3
Gujarat,Anand,2015,December,0
Gujarat,Anand,2016,January,0
Gujarat,Anand,2016,February,0
Gujarat,Anand,2016,March,0
Gujarat,Anand,2016,April,0
Gujarat,Anand,2016,May,0
Gujarat,Anand,2016,June,35.3
Gujarat,Anand,2016,July,192.1
Gujarat,Anand,2016,August,433.7
Gujarat,Anand,2016,September,170
Gujarat,Anand,2016,October,0.2
Gujarat,Anand,2016,November,32.2
Gujarat,Anand,2016,December,0
Gujarat,Banaskantha,2010,January,0
Gujarat,Banaskantha,2010,February,0
Gujarat,Banaskantha,2010,March,0
Gujarat,Banaskantha,2010,April,0
Gujarat,Banaskantha,2010,May,12.5
Gujarat,Banaskantha,2010,June,96
Gujarat,Banaskantha,2010,July,30.4
Gujarat,Banaskantha,2010,August,218.1
Gujarat,Banaskantha,2010,September,38.8
Gujarat,Banaskantha,2010,October,39.9
Gujarat,Banaskantha,2010,November,0
Gujarat,Banaskantha,2010,December,0
Gujarat,Banaskantha,2011,January,0
Gujarat,Banaskantha,2011,February,0
Gujarat,Banaskantha,2011,March,0
Gujarat,Banaskantha,2011,April,0
Gujarat,Banaskantha,2011,May,0
Gujarat,Banaskantha,2011,June,68
Gujarat,Banaskantha,2011,July,200.4
Gujarat,Banaskantha,2011,August,197.9
Gujarat,Banaskantha,2011,September,284.3
Gujarat,Banaskantha,2011,October,0
Gujarat,Banaskantha,2011,November,0
Gujarat,Banaskantha,2011,December,0
Gujarat,Banaskantha,2012,January,0
Gujarat,Banaskantha,2012,February,0
Gujarat,Banaskantha,2012,March,0.5
Gujarat,Banaskantha,2012,April,0
Gujarat,Banaskantha,2012,May,0
Gujarat,Banaskantha,2012,June,55
Gujarat,Banaskantha,2012,July,269.4
Gujarat,Banaskantha,2012,August,882.6
Gujarat,Banaskantha,2012,September,167.5
Gujarat,Banaskantha,2012,October,0.1
Gujarat,Banaskantha,2012,November,0
Gujarat,Banaskantha,2012,December,0
Gujarat,Banaskantha,2013,January,0
Gujarat,Banaskantha,2013,February,0.5
Gujarat,Banaskantha,2013,March,0.2
Gujarat,Banaskantha,2013,April,0
Gujarat,Banaskantha,2013,May,0
Gujarat,Banaskantha,2013,June,37.6
Gujarat,Banaskantha,2013,July,517.9
Gujarat,Banaskantha,2013,August,238
Gujarat,Banaskantha,2013,September,68.8
Gujarat,Banaskantha,2013,October,0
Gujarat,Banaskantha,2013,November,0
Gujarat,Banaskantha,2013,December,0
Gujarat,Banaskantha,2014,January,0
Gujarat,Banaskantha,2014,February,0.1
Gujarat,Banaskantha,2014,March,0
Gujarat,Banaskantha,2014,April,7.6
Gujarat,Banaskantha,2014,May,0
Gujarat,Banaskantha,2014,June,27.5
Gujarat,Banaskantha,2014,July,88.2
Gujarat,Banaskantha,2014,August,312
Gujarat,Banaskantha,2014,September,102
Gujarat,Banaskantha,2014,October,1.1
Gujarat,Banaskantha,2014,November,0
Gujarat,Banaskantha,2014,December,0.6
Gujarat,Banaskantha,2015,January,0
Gujarat,Banaskantha,2015,February,0
Gujarat,Banaskantha,2015,March,0.3
Gujarat,Banaskantha,2015,April,0
Gujarat,Banaskantha,2015,May,0
Gujarat,Banaskantha,2015,June,9.9
Gujarat,Banaskantha,2015,July,283.1
Gujarat,Banaskantha,2015,August,74.1
Gujarat,Banaskantha,2015,September,2.5
Gujarat,Banaskantha,2015,October,0
Gujarat,Banaskantha,2015,November,0
Gujarat,Banaskantha,2015,December,0
Gujarat,Banaskantha,2016,January,0.8
Gujarat,Banaskantha,2016,February,0
Gujarat,Banaskantha,2016,March,0
Gujarat,Banaskantha,2016,April,0
Gujarat,Banaskantha,2016,May,0
Gujarat,Banaskantha,2016,June,35.8
Gujarat,Banaskantha,2016,July,404
Gujarat,Banaskantha,2016,August,331.3
Gujarat,Banaskantha,2016,September,138.4
Gujarat,Banaskantha,2016,October,0
Gujarat,Banaskantha,2016,November,75.9
Gujarat,Banaskantha,2016,December,0.1
Gujarat,Baroda,2010,January,0
Gujarat,Baroda,2010,February,0
Gujarat,Baroda,2010,March,0
Gujarat,Baroda,2010,April,0
Gujarat,Baroda,2010,May,2.1
Gujarat,Baroda,2010,June,83.2
Gujarat,Baroda,2010,July,253
Gujarat,Baroda,2010,August,549.5
Gujarat,Baroda,2010,September,29.2
Gujarat,Baroda,2010,October,20.6
Gujarat,Baroda,2010,November,0
Gujarat,Baroda,2010,December,0
Gujarat,Baroda,2011,January,0
Gujarat,Baroda,2011,February,0
Gujarat,Baroda,2011,March,0
Gujarat,Baroda,2011,April,0
Gujarat,Baroda,2011,May,0.1
Gujarat,Baroda,2011,June,453.5
Gujarat,Baroda,2011,July,371.1
Gujarat,Baroda,2011,August,157.3
Gujarat,Baroda,2011,September,381.8
Gujarat,Baroda,2011,October,1.4
Gujarat,Baroda,2011,November,0
Gujarat,Baroda,2011,December,0
Gujarat,Baroda,2012,January,0
Gujarat,Baroda,2012,February,0
Gujarat,Baroda,2012,March,0.1
Gujarat,Baroda,2012,April,0
Gujarat,Baroda,2012,May,0
Gujarat,Baroda,2012,June,103.8
Gujarat,Baroda,2012,July,665.3
Gujarat,Baroda,2012,August,691.6
Gujarat,Baroda,2012,September,171
Gujarat,Baroda,2012,October,12.3
Gujarat,Baroda,2012,November,0
Gujarat,Baroda,2012,December,0
Gujarat,Baroda,2013,January,0.2
Gujarat,Baroda,2013,February,0
Gujarat,Baroda,2013,March,0
Gujarat,Baroda,2013,April,0
Gujarat,Baroda,2013,May,0
Gujarat,Baroda,2013,June,112.8
Gujarat,Baroda,2013,July,544.1
Gujarat,Baroda,2013,August,243.8
Gujarat,Baroda,2013,September,258.8
Gujarat,Baroda,2013,October,0
Gujarat,Baroda,2013,November,0.7
Gujarat,Baroda,2013,December,0
Gujarat,Baroda,2014,January,0
Gujarat,Baroda,2014,February,0
Gujarat,Baroda,2014,March,0
Gujarat,Baroda,2014,April,0.7
Gujarat,Baroda,2014,May,0
Gujarat,Baroda,2014,June,32.3
Gujarat,Baroda,2014,July,264.3
Gujarat,Baroda,2014,August,353.2
Gujarat,Baroda,2014,September,192.1
Gujarat,Baroda,2014,October,8
Gujarat,Baroda,2014,November,0.5
Gujarat,Baroda,2014,December,0.1
Gujarat,Baroda,2015,January,0
Gujarat,Baroda,2015,February,0
Gujarat,Baroda,2015,March,0
Gujarat,Baroda,2015,April,0
Gujarat,Baroda,2015,May,0
Gujarat,Baroda,2015,June,12.8
Gujarat,Baroda,2015,July,308.1
Gujarat,Baroda,2015,August,123
Gujarat,Baroda,2015,September,40.3
Gujarat,Baroda,2015,October,28.8
Gujarat,Baroda,2015,November,12.8
Gujarat,Baroda,2015,December,0.4
Gujarat,Baroda,2016,January,0
Gujarat,Baroda,2016,February,0
Gujarat,Baroda,2016,March,0
Gujarat,Baroda,2016,April,0
Gujarat,Baroda,2016,May,0
Gujarat,Baroda,2016,June,48
Gujarat,Baroda,2016,July,290.1
Gujarat,Baroda,2016,August,374.7
Gujarat,Baroda,2016,September,214.8
Gujarat,Baroda,2016,October,0.6
Gujarat,Baroda,2016,November,21.9
Gujarat,Baroda,2016,December,0
Gujarat,Bhavnagar,2010,January,0
Gujarat,Bhavnagar,2010,February,0
Gujarat,Bhavnagar,2010,March,0
Gujarat,Bhavnagar,2010,April,0
Gujarat,Bhavnagar,2010,May,9.2
Gujarat,Bhavnagar,2010,June,88.2
Gujarat,Bhavnagar,2010,July,225
Gujarat,Bhavnagar,2010,August,191.8
Gujarat,Bhavnagar,2010,September,43.6
Gujarat,Bhavnagar,2010,October,19.9
Gujarat,Bhavnagar,2010,November,0
Gujarat,Bhavnagar,2010,December,0
Gujarat,Bhavnagar,2011,January,0
Gujarat,Bhavnagar,2011,February,0
Gujarat,Bhavnagar,2011,March,0
Gujarat,Bhavnagar,2011,April,2
Gujarat,Bhavnagar,2011,May,0.7
Gujarat,Bhavnagar,2011,June,396
Gujarat,Bhavnagar,2011,July,129.4
Gujarat,Bhavnagar,2011,August,105.2
Gujarat,Bhavnagar,2011,September,357.9
Gujarat,Bhavnagar,2011,October,0.1
Gujarat,Bhavnagar,2011,November,0
Gujarat,Bhavnagar,2011,December,0
Gujarat,Bhavnagar,2012,January,0
Gujarat,Bhavnagar,2012,February,0
Gujarat,Bhavnagar,2012,March,0.8
Gujarat,Bhavnagar,2012,April,0
Gujarat,Bhavnagar,2012,May,0
Gujarat,Bhavnagar,2012,June,126
Gujarat,Bhavnagar,2012,July,456.1
Gujarat,Bhavnagar,2012,August,92.4
Gujarat,Bhavnagar,2012,September,55.6
Gujarat,Bhavnagar,2012,October,1
Gujarat,Bhavnagar,2012,November,0.2
Gujarat,Bhavnagar,2012,December,0
Gujarat,Bhavnagar,2013,January,0
Gujarat,Bhavnagar,2013,February,0.1
Gujarat,Bhavnagar,2013,March,0
Gujarat,Bhavnagar,2013,April,4
Gujarat,Bhavnagar,2013,May,0
Gujarat,Bhavnagar,2013,June,109.1
Gujarat,Bhavnagar,2013,July,254.3
Gujarat,Bhavnagar,2013,August,285.7
Gujarat,Bhavnagar,2013,September,313.5
Gujarat,Bhavnagar,2013,October,0
Gujarat,Bhavnagar,2013,November,0.5
Gujarat,Bhavnagar,2013,December,0
Gujarat,Bhavnagar,2014,January,0
Gujarat,Bhavnagar,2014,February,0
Gujarat,Bhavnagar,2014,March,0
Gujarat,Bhavnagar,2014,April,1.9
Gujarat,Bhavnagar,2014,May,0
Gujarat,Bhavnagar,2014,June,39.8
Gujarat,Bhavnagar,2014,July,221.1
Gujarat,Bhavnagar,2014,August,186.6
Gujarat,Bhavnagar,2014,September,279.6
Gujarat,Bhavnagar,2014,October,11.7
Gujarat,Bhavnagar,2014,November,0
Gujarat,Bhavnagar,2014,December,0
Gujarat,Bhavnagar,2015,January,0
Gujarat,Bhavnagar,2015,February,0
Gujarat,Bhavnagar,2015,March,0
Gujarat,Bhavnagar,2015,April,0
Gujarat,Bhavnagar,2015,May,0
Gujarat,Bhavnagar,2015,June,26.2
Gujarat,Bhavnagar,2015,July,256.2
Gujarat,Bhavnagar,2015,August,46.3
Gujarat,Bhavnagar,2015,September,35.4
Gujarat,Bhavnagar,2015,October,16.8
Gujarat,Bhavnagar,2015,November,2.2
Gujarat,Bhavnagar,2015,December,0
Gujarat,Bhavnagar,2016,January,0.2
Gujarat,Bhavnagar,2016,February,0
Gujarat,Bhavnagar,2016,March,0
Gujarat,Bhavnagar,2016,April,0
Gujarat,Bhavnagar,2016,May,0
Gujarat,Bhavnagar,2016,June,72.5
Gujarat,Bhavnagar,2016,July,244.4
Gujarat,Bhavnagar,2016,August,214.2
Gujarat,Bhavnagar,2016,September,200
Gujarat,Bhavnagar,2016,October,6.3
Gujarat,Bhavnagar,2016,November,52.4
Gujarat,Bhavnagar,2016,December,0
Gujarat,Broach,2010,January,0
Gujarat,Broach,2010,February,0
Gujarat,Broach,2010,March,0
Gujarat,Broach,2010,April,0
Gujarat,Broach,2010,May,3.9
Gujarat,Broach,2010,June,99.1
Gujarat,Broach,2010,July,221.2
Gujarat,Broach,2010,August,389.9
Gujarat,Broach,2010,September,45.9
Gujarat,Broach,2010,October,21.1
Gujarat,Broach,2010,November,0
Gujarat,Broach,2010,December,0
Gujarat,Broach,2011,January,0
Gujarat,Broach,2011,February,0
Gujarat,Broach,2011,March,0
Gujarat,Broach,2011,April,0
Gujarat,Broach,2011,May,0
Gujarat,Broach,2011,June,461.8
Gujarat,Broach,2011,July,149
Gujarat,Broach,2011,August,99
Gujarat,Broach,2011,September,246.5
Gujarat,Broach,2011,October,0
Gujarat,Broach,2011,November,0
Gujarat,Broach,2011,December,0
Gujarat,Broach,2012,January,0
Gujarat,Broach,2012,February,0
Gujarat,Broach,2012,March,0
Gujarat,Broach,2012,April,0
Gujarat,Broach,2012,May,0
Gujarat,Broach,2012,June,67.1
Gujarat,Broach,2012,July,572.9
Gujarat,Broach,2012,August,239.6
Gujarat,Broach,2012,September,85.8
Gujarat,Broach,2012,October,4.2
Gujarat,Broach,2012,November,7.9
Gujarat,Broach,2012,December,0
Gujarat,Broach,2013,January,0
Gujarat,Broach,2013,February,0
Gujarat,Broach,2013,March,0
Gujarat,Broach,2013,April,0
Gujarat,Broach,2013,May,0
Gujarat,Broach,2013,June,72.5
Gujarat,Broach,2013,July,445.7
Gujarat,Broach,2013,August,218.1
Gujarat,Broach,2013,September,189.6
Gujarat,Broach,2013,October,0
Gujarat,Broach,2013,November,0
Gujarat,Broach,2013,December,0
Gujarat,Broach,2014,January,0
Gujarat,Broach,2014,February,0
Gujarat,Broach,2014,March,0
Gujarat,Broach,2014,April,3
Gujarat,Broach,2014,May,0
Gujarat,Broach,2014,June,47.1
Gujarat,Broach,2014,July,267.7
Gujarat,Broach,2014,August,226.3
Gujarat,Broach,2014,September,209.7
Gujarat,Broach,2014,October,2.8
Gujarat,Broach,2014,November,0.9
Gujarat,Broach,2014,December,0
Gujarat,Broach,2015,January,0
Gujarat,Broach,2015,February,0
Gujarat,Broach,2015,March,0
Gujarat,Broach,2015,April,0
Gujarat,Broach,2015,May,0
Gujarat,Broach,2015,June,12
Gujarat,Broach,2015,July,250.8
Gujarat,Broach,2015,August,81.2
Gujarat,Broach,2015,September,44.7
Gujarat,Broach,2015,October,38.4
Gujarat,Broach,2015,November,3.3
Gujarat,Broach,2015,December,0
Gujarat,Broach,2016,January,0
Gujarat,Broach,2016,February,0
Gujarat,Broach,2016,March,0
Gujarat,Broach,2016,April,0
Gujarat,Broach,2016,May,0
Gujarat,Broach,2016,June,47.4
Gujarat,Broach,2016,July,290.5
Gujarat,Broach,2016,August,247.1
Gujarat,Broach,2016,September,286.5
Gujarat,Broach,2016,October,11.8
Gujarat,Broach,2016,November,19.3
Gujarat,Broach,2016,December,0
Gujarat,Dahod,2010,January,0
Gujarat,Dahod,2010,February,0
Gujarat,Dahod,2010,March,0
Gujarat,Dahod,2010,April,0
Gujarat,Dahod,2010,May,0
Gujarat,Dahod,2010,June,77.5
Gujarat,Dahod,2010,July,169.3
Gujarat,Dahod,2010,August,773.2
Gujarat,Dahod,2010,September,29.3
Gujarat,Dahod,2010,October,7
Gujarat,Dahod,2010,November,0
Gujarat,Dahod,2010,December,0
Gujarat,Dahod,2011,January,0
Gujarat,Dahod,2011,February,0
Gujarat,Dahod,2011,March,0
Gujarat,Dahod,2011,April,0
Gujarat,Dahod,2011,May,0
Gujarat,Dahod,2011,June,39.3
Gujarat,Dahod,2011,July,215.3
Gujarat,Dahod,2011,August,103.3
Gujarat,Dahod,2011,September,171.7
Gujarat,Dahod,2011,October,0
Gujarat,Dahod,2011,November,0
Gujarat,Dahod,2011,December,0
Gujarat,Dahod,2012,January,0
Gujarat,Dahod,2012,February,0
Gujarat,Dahod,2012,March,0
Gujarat,Dahod,2012,April,0
Gujarat,Dahod,2012,May,0
Gujarat,Dahod,2012,June,85.9
Gujarat,Dahod,2012,July,373.6
Gujarat,Dahod,2012,August,590.3
Gujarat,Dahod,2012,September,145.4
Gujarat,Dahod,2012,October,4.1
Gujarat,Dahod,2012,November,0
Gujarat,Dahod,2012,December,0
Gujarat,Dahod,2013,January,0
Gujarat,Dahod,2013,February,0
Gujarat,Dahod,2013,March,0
Gujarat,Dahod,2013,April,0
Gujarat,Dahod,2013,May,0
Gujarat,Dahod,2013,June,41.3
Gujarat,Dahod,2013,July,415.4
Gujarat,Dahod,2013,August,281.7
Gujarat,Dahod,2013,September,121.7
Gujarat,Dahod,2013,October,0
Gujarat,Dahod,2013,November,0
Gujarat,Dahod,2013,December,0
Gujarat,Dahod,2014,January,0
Gujarat,Dahod,2014,February,0
Gujarat,Dahod,2014,March,0
Gujarat,Dahod,2014,April,0
Gujarat,Dahod,2014,May,0
Gujarat,Dahod,2014,June,35.7
Gujarat,Dahod,2014,July,163.8
Gujarat,Dahod,2014,August,267.7
Gujarat,Dahod,2014,September,120.3
Gujarat,Dahod,2014,October,5.4
Gujarat,Dahod,2014,November,0
Gujarat,Dahod,2014,December,0
Gujarat,Dahod,2015,January,0
Gujarat,Dahod,2015,February,0
Gujarat,Dahod,2015,March,0
Gujarat,Dahod,2015,April,0
Gujarat,Dahod,2015,May,0
Gujarat,Dahod,2015,June,20
Gujarat,Dahod,2015,July,221
Gujarat,Dahod,2015,August,103.9
Gujarat,Dahod,2015,September,56.3
Gujarat,Dahod,2015,October,26.9
Gujarat,Dahod,2015,November,11.1
Gujarat,Dahod,2015,December,0
Gujarat,Dahod,2016,January,0
Gujarat,Dahod,2016,February,0
Gujarat,Dahod,2016,March,0
Gujarat,Dahod,2016,April,0
Gujarat,Dahod,2016,May,0
Gujarat,Dahod,2016,June,54.4
Gujarat,Dahod,2016,July,158.4
Gujarat,Dahod,2016,August,249.9
Gujarat,Dahod,2016,September,115.3
Gujarat,Dahod,2016,October,0
Gujarat,Dahod,2016,November,8.1
Gujarat,Dahod,2016,December,0
Gujarat,Dangs,2010,January,0
Gujarat,Dangs,2010,February,0
Gujarat,Dangs,2010,March,0
Gujarat,Dangs,2010,April,0
Gujarat,Dangs,2010,May,0
Gujarat,Dangs,2010,June,285
Gujarat,Dangs,2010,July,517
Gujarat,Dangs,2010,August,1369
Gujarat,Dangs,2010,September,217
Gujarat,Dangs,2010,October,71
Gujarat,Dangs,2010,November,0
Gujarat,Dangs,2010,December,0
Gujarat,Dangs,2011,January,0
Gujarat,Dangs,2011,February,0
Gujarat,Dangs,2011,March,0
Gujarat,Dangs,2011,April,0
Gujarat,Dangs,2011,May,0
Gujarat,Dangs,2011,June,1448
Gujarat,Dangs,2011,July,836
Gujarat,Dangs,2011,August,774
Gujarat,Dangs,2011,September,745
Gujarat,Dangs,2011,October,20
Gujarat,Dangs,2011,November,0
Gujarat,Dangs,2011,December,0
Gujarat,Dangs,2012,January,0
Gujarat,Dangs,2012,February,0
Gujarat,Dangs,2012,March,9
Gujarat,Dangs,2012,April,0
Gujarat,Dangs,2012,May,0
Gujarat,Dangs,2012,June,193
Gujarat,Dangs,2012,July,1253
Gujarat,Dangs,2012,August,952
Gujarat,Dangs,2012,September,151
Gujarat,Dangs,2012,October,51.6
