File Name,Dataset,aid,Date,Count,Minimum,Maximum,Range,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile
MOD13A1_006__500m_16_days_MIR_reflectance_doy2017273_aid0001,_500m_16_days_MIR_reflectance,aid0001,2017-09-30,273075.0,0.0,0.3116,"(0.0,0.3116)",0.0864,0.0236,0.0006,0.1017,0.1488,0.0848,0.0232,0.0703
MOD13A1_006__500m_16_days_MIR_reflectance_doy2017289_aid0001,_500m_16_days_MIR_reflectance,aid0001,2017-10-16,272939.0,0.0,0.2635,"(0.0,0.2635)",0.0997,0.0231,0.0005,0.1149,0.1576,0.1008,0.0437,0.0864
MOD13A1_006__500m_16_days_MIR_reflectance_doy2017305_aid0001,_500m_16_days_MIR_reflectance,aid0001,2017-11-01,272936.0,0.0,0.2653,"(0.0,0.2653)",0.1068,0.0272,0.0007,0.125,0.1764,0.108,0.0393,0.0907
MOD13A1_006__500m_16_days_MIR_reflectance_doy2017321_aid0001,_500m_16_days_MIR_reflectance,aid0001,2017-11-17,272746.0,0.0,0.5052,"(0.0,0.5052)",0.1124,0.0288,0.0008,0.1324,0.1901,0.1122,0.0362,0.0939
MOD13A1_006__500m_16_days_MIR_reflectance_doy2017337_aid0001,_500m_16_days_MIR_reflectance,aid0001,2017-12-03,273043.0,0.0,0.3244,"(0.0,0.3244)",0.1182,0.0347,0.0012,0.1415,0.2106,0.1163,0.0263,0.0954
MOD13A1_006__500m_16_days_MIR_reflectance_doy2017353_aid0001,_500m_16_days_MIR_reflectance,aid0001,2017-12-19,272991.0,0.0,0.2736,"(0.0,0.2736)",0.1266,0.0359,0.0013,0.1506,0.2215,0.1261,0.0324,0.1033
MOD13A1_006__500m_16_days_MIR_reflectance_doy2018001_aid0001,_500m_16_days_MIR_reflectance,aid0001,2018-01-01,272967.0,0.0,0.2616,"(0.0,0.2616)",0.121,0.0334,0.0011,0.1447,0.2143,0.1204,0.0287,0.0983
MOD13A1_006__500m_16_days_MIR_reflectance_doy2018017_aid0001,_500m_16_days_MIR_reflectance,aid0001,2018-01-17,272809.0,0.0,0.2869,"(0.0,0.2869)",0.1307,0.0339,0.0012,0.155,0.2282,0.1303,0.033,0.1062
MOD13A1_006__500m_16_days_MIR_reflectance_doy2018033_aid0001,_500m_16_days_MIR_reflectance,aid0001,2018-02-02,272859.0,0.0,0.2984,"(0.0,0.2984)",0.1401,0.0368,0.0014,0.1668,0.2461,0.1411,0.0343,0.1138
MOD13A1_006__500m_16_days_MIR_reflectance_doy2018049_aid0001,_500m_16_days_MIR_reflectance,aid0001,2018-02-18,273199.0,0.0,0.2995,"(0.0,0.2995)",0.1507,0.0386,0.0015,0.178,0.26,0.1524,0.0413,0.1233
MOD13A1_006__500m_16_days_MIR_reflectance_doy2018065_aid0001,_500m_16_days_MIR_reflectance,aid0001,2018-03-06,273164.0,0.0,0.3462,"(0.0,0.3462)",0.1477,0.0363,0.0013,0.173,0.2495,0.1488,0.0455,0.122
MOD13A1_006__500m_16_days_MIR_reflectance_doy2018081_aid0001,_500m_16_days_MIR_reflectance,aid0001,2018-03-22,273013.0,0.0001,0.316,"(0.0001,0.316)",0.1698,0.0377,0.0014,0.1956,0.2722,0.1717,0.0679,0.1445
MOD13A1_006__500m_16_days_MIR_reflectance_doy2018097_aid0001,_500m_16_days_MIR_reflectance,aid0001,2018-04-07,273084.0,0.0005,0.3164,"(0.0005,0.3164)",0.1691,0.0367,0.0013,0.1936,0.266,0.1707,0.0729,0.1453
MOD13A1_006__500m_16_days_MIR_reflectance_doy2018113_aid0001,_500m_16_days_MIR_reflectance,aid0001,2018-04-23,273079.0,0.0001,0.3814,"(0.0001,0.3814)",0.1865,0.0384,0.0015,0.2113,0.2854,0.1875,0.0878,0.1619
MOD13A1_006__500m_16_days_MIR_reflectance_doy2018129_aid0001,_500m_16_days_MIR_reflectance,aid0001,2018-05-09,273186.0,0.0014,0.3533,"(0.0014,0.3533)",0.1895,0.04,0.0016,0.2155,0.295,0.1899,0.083,0.1625
MOD13A1_006__500m_16_days_MIR_reflectance_doy2018145_aid0001,_500m_16_days_MIR_reflectance,aid0001,2018-05-25,273024.0,0.0022,0.4596,"(0.0022,0.4596)",0.1766,0.0409,0.0017,0.2065,0.2953,0.178,0.058,0.1471
MOD13A1_006__500m_16_days_MIR_reflectance_doy2018161_aid0001,_500m_16_days_MIR_reflectance,aid0001,2018-06-10,273126.0,0.0,0.5219,"(0.0,0.5219)",0.1658,0.0441,0.0019,0.1921,0.2756,0.1637,0.0529,0.1364
MOD13A1_006__500m_16_days_MIR_reflectance_doy2018177_aid0001,_500m_16_days_MIR_reflectance,aid0001,2018-06-26,273124.0,0.0022,0.535,"(0.0022,0.535)",0.149,0.0474,0.0022,0.1727,0.2553,0.1452,0.035,0.1176
MOD13A1_006__500m_16_days_MIR_reflectance_doy2018193_aid0001,_500m_16_days_MIR_reflectance,aid0001,2018-07-12,273086.0,0.0533,0.789,"(0.0533,0.789)",0.2474,0.0854,0.0073,0.3006,0.4756,0.237,0.0533,0.1839
MOD13A1_006__500m_16_days_MIR_reflectance_doy2018209_aid0001,_500m_16_days_MIR_reflectance,aid0001,2018-07-28,273048.0,0.0218,0.5434,"(0.0218,0.5434)",0.1781,0.0647,0.0042,0.2133,0.3369,0.1637,0.0218,0.1309
MOD13A1_006__500m_16_days_MIR_reflectance_doy2018225_aid0001,_500m_16_days_MIR_reflectance,aid0001,2018-08-13,273010.0,0.0121,0.5996,"(0.0121,0.5996)",0.1787,0.0754,0.0057,0.2263,0.385,0.1654,0.0121,0.1205
MOD13A1_006__500m_16_days_MIR_reflectance_doy2018241_aid0001,_500m_16_days_MIR_reflectance,aid0001,2018-08-29,273018.0,0.0002,0.5092,"(0.0002,0.5092)",0.1083,0.0397,0.0016,0.1301,0.2048,0.104,0.0056,0.0803
MOD13A1_006__500m_16_days_MIR_reflectance_doy2018257_aid0001,_500m_16_days_MIR_reflectance,aid0001,2018-09-14,272847.0,0.0,0.4355,"(0.0,0.4355)",0.1064,0.0314,0.001,0.1274,0.1896,0.1041,0.0237,0.0859
MOD13A1_006__500m_16_days_MIR_reflectance_doy2018273_aid0001,_500m_16_days_MIR_reflectance,aid0001,2018-09-30,273006.0,0.0,0.2405,"(0.0,0.2405)",0.1063,0.0344,0.0012,0.131,0.2063,0.1026,0.0055,0.0808
MOD13A1_006__500m_16_days_MIR_reflectance_doy2018289_aid0001,_500m_16_days_MIR_reflectance,aid0001,2018-10-16,272948.0,0.0,0.3017,"(0.0,0.3017)",0.1184,0.0316,0.001,0.1403,0.2043,0.1186,0.0336,0.0976
MOD13A1_006__500m_16_days_MIR_reflectance_doy2018305_aid0001,_500m_16_days_MIR_reflectance,aid0001,2018-11-01,272690.0,0.0,0.2716,"(0.0,0.2716)",0.1209,0.0316,0.001,0.1423,0.2047,0.1216,0.0383,0.1007
MOD13A1_006__500m_16_days_MIR_reflectance_doy2018321_aid0001,_500m_16_days_MIR_reflectance,aid0001,2018-11-17,273052.0,0.0001,0.2603,"(0.0001,0.2603)",0.1243,0.0323,0.001,0.147,0.2125,0.1254,0.0378,0.1033
MOD13A1_006__500m_16_days_MIR_reflectance_doy2018337_aid0001,_500m_16_days_MIR_reflectance,aid0001,2018-12-03,272908.0,0.0,0.2813,"(0.0,0.2813)",0.1293,0.0345,0.0012,0.1534,0.2239,0.1307,0.0357,0.1063
MOD13A1_006__500m_16_days_MIR_reflectance_doy2018353_aid0001,_500m_16_days_MIR_reflectance,aid0001,2018-12-19,273224.0,0.0,0.3356,"(0.0,0.3356)",0.1361,0.0343,0.0012,0.1604,0.2314,0.1372,0.0419,0.113
MOD13A1_006__500m_16_days_MIR_reflectance_doy2019001_aid0001,_500m_16_days_MIR_reflectance,aid0001,2019-01-01,273048.0,0.0,0.2612,"(0.0,0.2612)",0.1381,0.0364,0.0013,0.1647,0.2426,0.139,0.0345,0.1126
MOD13A1_006__500m_16_days_MIR_reflectance_doy2019017_aid0001,_500m_16_days_MIR_reflectance,aid0001,2019-01-17,273095.0,0.0004,0.2778,"(0.0004,0.2778)",0.1443,0.0358,0.0013,0.1701,0.2455,0.1464,0.0444,0.1198
MOD13A1_006__500m_16_days_MIR_reflectance_doy2019033_aid0001,_500m_16_days_MIR_reflectance,aid0001,2019-02-02,272925.0,0.0,0.3068,"(0.0,0.3068)",0.1635,0.0417,0.0017,0.1937,0.2828,0.1668,0.0452,0.1343
MOD13A1_006__500m_16_days_MIR_reflectance_doy2019049_aid0001,_500m_16_days_MIR_reflectance,aid0001,2019-02-18,272425.0,0.0,0.2986,"(0.0,0.2986)",0.1575,0.0382,0.0015,0.1838,0.2612,0.1587,0.0548,0.1322
MOD13A1_006__500m_16_days_MIR_reflectance_doy2019065_aid0001,_500m_16_days_MIR_reflectance,aid0001,2019-03-06,273083.0,0.0,0.3318,"(0.0,0.3318)",0.1748,0.0382,0.0015,0.202,0.2814,0.1769,0.0695,0.149
MOD13A1_006__500m_16_days_MIR_reflectance_doy2019081_aid0001,_500m_16_days_MIR_reflectance,aid0001,2019-03-22,273149.0,0.0002,0.3231,"(0.0002,0.3231)",0.1821,0.0372,0.0014,0.2083,0.2852,0.1831,0.0801,0.157
MOD13A1_006__500m_16_days_MIR_reflectance_doy2019097_aid0001,_500m_16_days_MIR_reflectance,aid0001,2019-04-07,273104.0,0.0002,0.3686,"(0.0002,0.3686)",0.1918,0.04,0.0016,0.2167,0.2915,0.1909,0.092,0.1668
MOD13A1_006__500m_16_days_MIR_reflectance_doy2019113_aid0001,_500m_16_days_MIR_reflectance,aid0001,2019-04-23,273188.0,0.0006,0.6019,"(0.0006,0.6019)",0.1868,0.0414,0.0017,0.2103,0.2848,0.185,0.0861,0.1606
MOD13A1_006__500m_16_days_MIR_reflectance_doy2019129_aid0001,_500m_16_days_MIR_reflectance,aid0001,2019-05-09,273145.0,0.0009,0.3538,"(0.0009,0.3538)",0.1901,0.0374,0.0014,0.2154,0.2914,0.191,0.0887,0.1647
MOD13A1_006__500m_16_days_MIR_reflectance_doy2019145_aid0001,_500m_16_days_MIR_reflectance,aid0001,2019-05-25,273151.0,0.0044,0.4885,"(0.0044,0.4885)",0.1961,0.0394,0.0016,0.2229,0.3045,0.1959,0.0869,0.1685
MOD13A1_006__500m_16_days_MIR_reflectance_doy2019161_aid0001,_500m_16_days_MIR_reflectance,aid0001,2019-06-10,272988.0,0.0059,0.5707,"(0.0059,0.5707)",0.1717,0.0481,0.0023,0.199,0.2879,0.1674,0.0508,0.1397
MOD13A1_006__500m_16_days_MIR_reflectance_doy2019177_aid0001,_500m_16_days_MIR_reflectance,aid0001,2019-06-26,273089.0,0.0011,0.5221,"(0.0011,0.5221)",0.1703,0.0672,0.0045,0.2087,0.3414,0.1578,0.0011,0.1202
MOD13A1_006__500m_16_days_MIR_reflectance_doy2019193_aid0001,_500m_16_days_MIR_reflectance,aid0001,2019-07-12,273011.0,0.0089,0.4673,"(0.0089,0.4673)",0.1334,0.0471,0.0022,0.1623,0.2584,0.1267,0.0089,0.0982
MOD13A1_006__500m_16_days_MIR_reflectance_doy2019209_aid0001,_500m_16_days_MIR_reflectance,aid0001,2019-07-28,272994.0,0.0215,0.636,"(0.0215,0.636)",0.225,0.0862,0.0074,0.286,0.4834,0.2179,0.0215,0.1544
MOD13A1_006__500m_16_days_MIR_reflectance_doy2019225_aid0001,_500m_16_days_MIR_reflectance,aid0001,2019-08-13,273001.0,0.0014,0.4911,"(0.0014,0.4911)",0.1272,0.0485,0.0023,0.1505,0.2339,0.1185,0.0115,0.0949
MOD13A1_006__500m_16_days_MIR_reflectance_doy2019241_aid0001,_500m_16_days_MIR_reflectance,aid0001,2019-08-29,273040.0,0.001,0.472,"(0.001,0.472)",0.1507,0.0676,0.0046,0.1986,0.3522,0.1426,0.001,0.0961
MOD13A1_006__500m_16_days_MIR_reflectance_doy2019257_aid0001,_500m_16_days_MIR_reflectance,aid0001,2019-09-14,272881.0,0.0003,0.4563,"(0.0003,0.4563)",0.1011,0.0358,0.0013,0.1171,0.1733,0.0979,0.0234,0.0796
MOD13A1_006__500m_16_days_MIR_reflectance_doy2019273_aid0001,_500m_16_days_MIR_reflectance,aid0001,2019-09-30,272909.0,0.0,0.3253,"(0.0,0.3253)",0.0974,0.0262,0.0007,0.1154,0.1679,0.0943,0.0279,0.0804
MOD13A1_006__500m_16_days_MIR_reflectance_doy2019289_aid0001,_500m_16_days_MIR_reflectance,aid0001,2019-10-16,273046.0,0.0,0.4066,"(0.0,0.4066)",0.0875,0.024,0.0006,0.1012,0.1444,0.086,0.0292,0.0724
MOD13A1_006__500m_16_days_MIR_reflectance_doy2019305_aid0001,_500m_16_days_MIR_reflectance,aid0001,2019-11-01,272781.0,0.0,0.3538,"(0.0,0.3538)",0.0967,0.0236,0.0006,0.1132,0.1607,0.0971,0.034,0.0815
MOD13A1_006__500m_16_days_MIR_reflectance_doy2019321_aid0001,_500m_16_days_MIR_reflectance,aid0001,2019-11-17,273045.0,0.0,0.2374,"(0.0,0.2374)",0.105,0.0236,0.0006,0.1207,0.1642,0.1056,0.0482,0.0917
MOD13A1_006__500m_16_days_MIR_reflectance_doy2019337_aid0001,_500m_16_days_MIR_reflectance,aid0001,2019-12-03,272956.0,0.0,0.2497,"(0.0,0.2497)",0.1115,0.0267,0.0007,0.1289,0.1791,0.1108,0.0452,0.0954
MOD13A1_006__500m_16_days_MIR_reflectance_doy2019353_aid0001,_500m_16_days_MIR_reflectance,aid0001,2019-12-19,272941.0,0.0,0.427,"(0.0,0.427)",0.1218,0.0316,0.001,0.1425,0.2038,0.1198,0.0403,0.1016
MOD13A1_006__500m_16_days_MIR_reflectance_doy2020001_aid0001,_500m_16_days_MIR_reflectance,aid0001,2020-01-01,272960.0,0.0,0.3922,"(0.0,0.3922)",0.1232,0.0306,0.0009,0.1436,0.2037,0.1215,0.0434,0.1035
MOD13A1_006__500m_16_days_MIR_reflectance_doy2020017_aid0001,_500m_16_days_MIR_reflectance,aid0001,2020-01-17,272852.0,0.0,0.3514,"(0.0,0.3514)",0.13,0.0322,0.001,0.1525,0.2192,0.1288,0.0413,0.108
MOD13A1_006__500m_16_days_MIR_reflectance_doy2020033_aid0001,_500m_16_days_MIR_reflectance,aid0001,2020-02-02,272956.0,0.0006,0.2812,"(0.0006,0.2812)",0.13,0.0345,0.0012,0.1547,0.2294,0.1291,0.0302,0.1049
MOD13A1_006__500m_16_days_MIR_reflectance_doy2020049_aid0001,_500m_16_days_MIR_reflectance,aid0001,2020-02-18,272943.0,0.0,0.2826,"(0.0,0.2826)",0.1465,0.0362,0.0013,0.1726,0.2506,0.1486,0.0426,0.1206
MOD13A1_006__500m_16_days_MIR_reflectance_doy2020065_aid0001,_500m_16_days_MIR_reflectance,aid0001,2020-03-05,273044.0,0.0,0.2887,"(0.0,0.2887)",0.158,0.0384,0.0015,0.186,0.269,0.1604,0.0475,0.1306
MOD13A1_006__500m_16_days_MIR_reflectance_doy2020081_aid0001,_500m_16_days_MIR_reflectance,aid0001,2020-03-21,273192.0,0.0,0.3117,"(0.0,0.3117)",0.1789,0.0416,0.0017,0.2079,0.2931,0.1801,0.0659,0.1511
MOD13A1_006__500m_16_days_MIR_reflectance_doy2020097_aid0001,_500m_16_days_MIR_reflectance,aid0001,2020-04-06,195556.0,0.0001,0.6439,"(0.0001,0.6439)",0.1817,0.0428,0.0018,0.211,0.2974,0.1829,0.067,0.1534
MOD13A1_006__500m_16_days_MIR_reflectance_doy2020113_aid0001,_500m_16_days_MIR_reflectance,aid0001,2020-04-22,273209.0,0.0004,0.616,"(0.0004,0.616)",0.1776,0.0394,0.0016,0.2036,0.281,0.1788,0.0746,0.152
MOD13A1_006__500m_16_days_MIR_reflectance_doy2020129_aid0001,_500m_16_days_MIR_reflectance,aid0001,2020-05-08,273128.0,0.0006,0.3887,"(0.0006,0.3887)",0.1769,0.0414,0.0017,0.2033,0.2858,0.1772,0.0658,0.1483
MOD13A1_006__500m_16_days_MIR_reflectance_doy2020145_aid0001,_500m_16_days_MIR_reflectance,aid0001,2020-05-24,273130.0,0.0029,0.3856,"(0.0029,0.3856)",0.1779,0.0447,0.002,0.2087,0.3015,0.1766,0.054,0.1468
MOD13A1_006__500m_16_days_NDVI_doy2009353_aid0001,_500m_16_days_NDVI,aid0001,2009-12-19,273110.0,-0.2,0.8467,"(-0.2,0.8467)",0.4908,0.108,0.0117,0.5632,0.7751,0.4935,0.21,0.4219
MOD13A1_006__500m_16_days_NDVI_doy2010001_aid0001,_500m_16_days_NDVI,aid0001,2010-01-01,272980.0,-0.2,0.8274,"(-0.2,0.8274)",0.4558,0.1103,0.0122,0.5338,0.7622,0.4581,0.1533,0.3815
MOD13A1_006__500m_16_days_NDVI_doy2010017_aid0001,_500m_16_days_NDVI,aid0001,2010-01-17,273052.0,-0.2,0.8025,"(-0.2,0.8025)",0.4352,0.1098,0.012,0.5124,0.7396,0.4354,0.1332,0.3607
MOD13A1_006__500m_16_days_NDVI_doy2010033_aid0001,_500m_16_days_NDVI,aid0001,2010-02-02,273035.0,-0.1989,0.7954,"(-0.1989,0.7954)",0.3864,0.1042,0.0109,0.4581,0.6741,0.382,0.0981,0.3141
MOD13A1_006__500m_16_days_NDVI_doy2010049_aid0001,_500m_16_days_NDVI,aid0001,2010-02-18,273045.0,-0.2,0.7881,"(-0.2,0.7881)",0.3677,0.1018,0.0104,0.4346,0.6405,0.3608,0.0915,0.2973
MOD13A1_006__500m_16_days_NDVI_doy2010065_aid0001,_500m_16_days_NDVI,aid0001,2010-03-06,273020.0,-0.1993,0.7877,"(-0.1993,0.7877)",0.3318,0.0901,0.0081,0.3879,0.5637,0.3249,0.0949,0.2707
MOD13A1_006__500m_16_days_NDVI_doy2010081_aid0001,_500m_16_days_NDVI,aid0001,2010-03-22,273136.0,-0.2,0.745,"(-0.2,0.745)",0.3002,0.0836,0.007,0.348,0.5053,0.2929,0.0859,0.2431
MOD13A1_006__500m_16_days_NDVI_doy2010097_aid0001,_500m_16_days_NDVI,aid0001,2010-04-07,273125.0,-0.2,0.7187,"(-0.2,0.7187)",0.2897,0.0791,0.0063,0.334,0.4817,0.2814,0.0878,0.2355
MOD13A1_006__500m_16_days_NDVI_doy2010113_aid0001,_500m_16_days_NDVI,aid0001,2010-04-23,273208.0,-0.1996,0.7457,"(-0.1996,0.7457)",0.2851,0.0856,0.0073,0.3319,0.4913,0.2746,0.0663,0.2256
MOD13A1_006__500m_16_days_NDVI_doy2010129_aid0001,_500m_16_days_NDVI,aid0001,2010-05-09,273184.0,-0.1986,0.7612,"(-0.1986,0.7612)",0.2819,0.0895,0.008,0.3331,0.5071,0.2703,0.0433,0.2171
MOD13A1_006__500m_16_days_NDVI_doy2010145_aid0001,_500m_16_days_NDVI,aid0001,2010-05-25,273078.0,-0.2,0.7983,"(-0.2,0.7983)",0.2782,0.0917,0.0084,0.3314,0.5142,0.2651,0.0267,0.2095
MOD13A1_006__500m_16_days_NDVI_doy2010161_aid0001,_500m_16_days_NDVI,aid0001,2010-06-10,273084.0,-0.1974,0.829,"(-0.1974,0.829)",0.3063,0.1227,0.0151,0.3833,0.6314,0.2943,-0.0293,0.2179
MOD13A1_006__500m_16_days_NDVI_doy2010177_aid0001,_500m_16_days_NDVI,aid0001,2010-06-26,273164.0,-0.1995,0.8975,"(-0.1995,0.8975)",0.3325,0.1635,0.0267,0.4426,0.802,0.3209,-0.1434,0.203
MOD13A1_006__500m_16_days_NDVI_doy2010193_aid0001,_500m_16_days_NDVI,aid0001,2010-07-12,273101.0,-0.1943,0.93,"(-0.1943,0.93)",0.3096,0.1687,0.0285,0.4282,0.802,0.292,-0.1943,0.179
MOD13A1_006__500m_16_days_NDVI_doy2010209_aid0001,_500m_16_days_NDVI,aid0001,2010-07-28,273065.0,-0.1889,0.9427,"(-0.1889,0.9427)",0.377,0.1933,0.0374,0.5257,0.9427,0.3559,-0.1889,0.2179
MOD13A1_006__500m_16_days_NDVI_doy2010225_aid0001,_500m_16_days_NDVI,aid0001,2010-08-13,273133.0,-0.1993,0.9363,"(-0.1993,0.9363)",0.4,0.1918,0.0368,0.5413,0.9363,0.3898,-0.183,0.2513
